sale_year,urban_rural_flag,property_type,new_build,total_transactions,total_sales_volume,average_price,min_price,max_price,avg_imd_score,avg_crime_score,avg_education_score
1995,Urban,Terraced,t,11357,671869569.00,59159.070969446157,250.00,1100000.00,18.7410765389504267,-0.07479753041583439259,20.0190193390230616
1995,,Detached,f,13068,1305383867.00,99891.633532292623,380.00,1250000.00,,,
1995,,Detached,t,11601,1173738720.00,101175.650374967675,8000.00,1195000.00,,,
1995,,Flats/Maisonettes,f,5352,330584298.00,61768.366591928251,1000.00,3700500.00,,,
1995,,Flats/Maisonettes,t,4228,275923032.00,65260.887417218543,9000.00,660000.00,,,
1995,,Other,f,1,6000.00,6000.0000000000000000,6000.00,6000.00,,,
1995,,Semi-Detached,f,18055,1025918738.00,56821.863085018001,95.00,635000.00,,,
1995,,Semi-Detached,t,6265,364586797.00,58194.221388667199,280.00,460000.00,,,
1995,,Terraced,f,16364,767596439.00,46907.628880469323,150.00,1050000.00,,,
1995,,Terraced,t,4634,273712394.00,59066.118687958567,200.00,550000.00,,,
1996,Rural,Detached,f,60800,6752959740.00,111068.416776315789,300.00,4400000.00,13.3873254059199972,-0.77701754138532870264,12.0199666272940430
1996,Rural,Detached,t,11092,1224007602.00,110350.487017670393,6000.00,1250000.00,11.3366415891800507,-0.77898985629754860524,10.9946281581666197
1996,Rural,Flats/Maisonettes,f,5082,236738425.00,46583.712121212121,1000.00,600000.00,14.6962012591389115,-0.50720329000812347685,15.4013198619008936
1996,Rural,Flats/Maisonettes,t,924,55879114.00,60475.231601731602,1400.00,275000.00,14.2386414027149321,-0.59989027149321266968,14.0678393665158371
1996,Rural,Semi-Detached,f,39476,2420926124.00,61326.530651535110,500.00,650000.00,13.9173739085772984,-0.66610207336523125997,14.8583807747411672
1996,Rural,Semi-Detached,t,3480,217950774.00,62629.532758620690,4350.00,692500.00,13.5468598726114650,-0.73845465574764937822,14.5947097361237489
1996,Rural,Terraced,f,29053,1419849435.00,48871.009362200117,100.00,580000.00,16.2366720488517589,-0.51337811411231408984,16.9467567527067021
1996,Rural,Terraced,t,2389,142199293.00,59522.516952699874,675.00,280000.00,12.9818061002178649,-0.63127755991285403050,13.7801782135076253
1996,Urban,Detached,f,115333,12487041932.00,108269.462616943980,100.00,7000000.00,12.2967286953090671,-0.38082879126200532673,12.7652159748190794
1996,Urban,Detached,t,31560,3418324456.00,108311.928263624842,375.00,1770000.00,11.4838930840264588,-0.45993398388892527343,11.8522027310236427
1996,Urban,Flats/Maisonettes,f,103255,6396354489.00,61947.164679676529,100.00,3250000.00,19.2241962814550489,0.15966438523111722094,13.4244315910575526
1996,Urban,Flats/Maisonettes,t,14964,1129262518.00,75465.284549585672,500.00,2775000.00,18.9775266455568281,0.13735767701947045745,13.3095969817422354
1996,Urban,Other,f,5,855657.00,171131.400000000000,200.00,801000.00,21.2996000000000000,0.11960000000000000000,18.0478000000000000
1996,Urban,Semi-Detached,f,206324,12988445645.00,62951.695609817568,100.00,5550000.00,17.9271834956612357,-0.05688102967995350608,19.0294026583699072
1996,Urban,Semi-Detached,t,15683,958054495.00,61088.726327870943,250.00,1427500.00,18.3990585855861929,-0.09337800849457291175,19.8304931571495989
1996,Urban,Terraced,f,230933,12380949224.00,53612.732801288685,1.00,5150000.00,24.7221650114078647,0.29511164944302778151,24.0626428264662461
1996,Urban,Terraced,t,12324,814554030.00,66094.939143135346,600.00,1360000.00,17.7849315754339119,-0.08659946595460614152,19.2022019359145527
1996,,Detached,f,15574,1560604237.00,100205.742712212662,200.00,3900000.00,,,
1996,,Detached,t,10550,1102377687.00,104490.776018957346,12500.00,917450.00,,,
1996,,Flats/Maisonettes,f,5765,380021908.00,65918.804509973981,1000.00,1375000.00,,,
1996,,Flats/Maisonettes,t,3982,368065090.00,92432.217478653943,2000.00,2726860.00,,,
1996,,Other,f,1,212.00,212.0000000000000000,212.00,212.00,,,
1996,,Semi-Detached,f,19621,1133345665.00,57761.870699760461,350.00,5550000.00,,,
1996,,Semi-Detached,t,5194,316542955.00,60943.965152098575,6250.00,475000.00,,,
1996,,Terraced,f,17853,850594511.00,47644.346104296197,100.00,1450000.00,,,
1996,,Terraced,t,4154,289809503.00,69766.370486278286,1121.00,1138000.00,,,
1997,Rural,Detached,f,69605,8445575328.00,121335.756454277710,350.00,2250000.00,13.5108580201197309,-0.77532853483922730359,12.1783646546935753
1997,Rural,Detached,t,12075,1432719225.00,118651.695652173913,3000.00,1050000.00,11.6892444270968861,-0.76200754618787405673,11.6072246508803886
1997,Rural,Flats/Maisonettes,f,6414,328829558.00,51267.470845026505,1000.00,500000.00,14.2438986115595738,-0.51847368421052631579,14.9777368421052632
1997,Rural,Flats/Maisonettes,t,871,60639719.00,69620.802525832377,4560.00,365000.00,14.0860132211538462,-0.56900480769230769231,13.6950925480769231
1997,Rural,Other,f,4,13242800.00,3310700.000000000000,6000.00,6107000.00,17.3697500000000000,0.27875000000000000000,18.1217500000000000
1997,Rural,Semi-Detached,f,44687,2960376775.00,66246.934790878779,350.00,625000.00,14.1416984605808135,-0.65717479470420646891,15.1235443750149633
1997,Rural,Semi-Detached,t,3657,241985844.00,66170.589007383101,3750.00,385000.00,13.6648680173661360,-0.73930101302460202605,15.0370729377713459
1997,Rural,Terraced,f,34502,1842650321.00,53407.058170540838,500.00,713000.00,16.0548841534533304,-0.53056315606972858809,16.7513782744381048
1997,Rural,Terraced,t,2299,151957020.00,66097.007394519356,5000.00,597000.00,13.2539946043165468,-0.65995818345323741007,14.1047553956834532
1997,Urban,Detached,f,130310,15469162948.00,118710.482296063234,100.00,5000000.00,12.5802724131631413,-0.36493632096078540394,13.1146888567638625
1997,Urban,Detached,t,35188,3985584152.00,113265.435716721610,1200.00,3100000.00,11.4401704294586878,-0.44550013245812851382,12.0962250905130545
1997,Urban,Flats/Maisonettes,f,133891,9343968562.00,69787.876421865547,300.00,4500000.00,19.1062866677690423,0.15506211385535829713,13.2437331073463313
1997,Urban,Flats/Maisonettes,t,15727,1448660544.00,92112.961403954982,750.00,2650000.00,19.0656134749504127,0.17030673747520634718,12.3190906008061936
1997,Urban,Other,f,8,1140675.00,142584.375000000000,200.00,694285.00,26.9172500000000000,0.36275000000000000000,17.6405000000000000
1997,Urban,Semi-Detached,f,228272,15703401534.00,68792.499886100792,100.00,5000000.00,18.2317008077588315,-0.04023057801845529707,19.4049204013438499
1997,Urban,Semi-Detached,t,16187,1058912894.00,65417.488972632359,266.00,1120000.00,18.0466841249186727,-0.11024593363695510735,19.5401612231620039
1997,Urban,Terraced,f,260886,15539613373.00,59564.765349616308,1.00,3550000.00,24.4376830686886708,0.28000733472098324908,23.8565421944692239
1997,Urban,Terraced,t,12680,960659669.00,75761.803548895899,4500.00,2300000.00,17.4242774763100348,-0.09235733376528711428,18.0643510974325747
1997,,Detached,f,15691,1756783818.00,111961.240073927729,260.00,1625000.00,,,
1997,,Detached,t,11508,1287898582.00,111913.328293361140,1800.00,795000.00,,,
1997,,Flats/Maisonettes,f,7669,565528482.00,73742.141348285304,1800.00,1600000.00,,,
1997,,Flats/Maisonettes,t,3604,415806300.00,115373.557158712542,2000.00,4250000.00,,,
1997,,Other,f,1,1500.00,1500.0000000000000000,1500.00,1500.00,,,
1997,,Semi-Detached,f,19784,1258744524.00,63624.369389405580,300.00,5750000.00,,,
1997,,Semi-Detached,t,5324,350178862.00,65773.640495867769,7500.00,850000.00,,,
1997,,Terraced,f,19608,1052010159.00,53652.088892288862,300.00,4445000.00,,,
1997,,Terraced,t,4149,308403309.00,74331.961677512654,5000.00,800000.00,,,
1998,Rural,Detached,f,64754,8670245025.00,133895.126555888439,1000.00,3000000.00,13.4982310296753635,-0.76788609506738365531,12.2728631746664011
1998,Rural,Detached,t,11144,1424162082.00,127796.310301507538,5000.00,745000.00,11.8853482151179047,-0.74755867275608164787,11.8069395097399571
1998,Rural,Flats/Maisonettes,f,6797,369913581.00,54423.066205678976,1200.00,550000.00,14.5958036474164134,-0.51412933130699088146,15.3431203647416413
1998,Rural,Flats/Maisonettes,t,650,56088214.00,86289.560000000000,7500.00,495000.00,14.2586677265500795,-0.67372813990461049285,13.5661907790143084
1998,Rural,Other,f,1,230000.00,230000.000000000000,230000.00,230000.00,5.8570000000000000,-0.30300000000000000000,1.75200000000000000000
1998,Rural,Semi-Detached,f,42904,3099562232.00,72244.131829200075,805.00,1915000.00,14.0960836792007356,-0.66518751397967045257,15.2223649128911201
1998,Rural,Semi-Detached,t,2996,218036807.00,72775.970293724967,10000.00,436100.00,13.7242922100810716,-0.69551709552344025379,15.2771293620021149
1998,Rural,Terraced,f,33272,1925205406.00,57862.629418129358,1000.00,1070000.00,16.1749489182299497,-0.52542411268710373227,17.0598371462187071
1998,Rural,Terraced,t,2031,155315716.00,76472.533727227967,5390.00,365000.00,12.8924407727503813,-0.69831977630910015252,13.5730671072699542
1998,Urban,Detached,f,124458,16174425049.00,129958.902191904096,1.00,20000000.00,12.6859569986507421,-0.36439975513467592824,13.2614380257525028
1998,Urban,Detached,t,34692,4159727081.00,119904.504813789923,10000.00,2600000.00,11.6816332313781936,-0.42821548518651793211,12.3990533465275279
1998,Urban,Flats/Maisonettes,f,135651,10376252766.00,76492.268881173010,200.00,15000000.00,19.5929159835913565,0.17070304954490493817,13.8188129251448367
1998,Urban,Flats/Maisonettes,t,13298,1534887180.00,115422.407880884344,1066.00,2250000.00,19.0145186564328596,0.13079930085872786686,11.7882777566684399
1998,Urban,Other,f,6,966041.00,161006.833333333333,241.00,780000.00,28.1545000000000000,0.56350000000000000000,28.8033333333333333
1998,Urban,Semi-Detached,f,223181,16485154293.00,73864.505907760965,95.00,7250000.00,18.4396651112839314,-0.04177472410472910417,19.7995868607191794
1998,Urban,Semi-Detached,t,14552,1024681963.00,70415.198117097306,900.00,875000.00,18.4958916750250752,-0.10110510101733772747,20.1022896546783207
1998,Urban,Terraced,f,257881,16638914801.00,64521.677832023298,100.00,21500000.00,24.6065223127434345,0.28359492091762034842,24.2193460330449223
1998,Urban,Terraced,t,11205,938956317.00,83797.975635876841,5000.00,750000.00,17.2560272636090088,-0.09413604449712774688,17.8331064101395094
1998,,Detached,f,11599,1486921112.00,128193.905681524269,2000.00,6150000.00,,,
1998,,Detached,t,10941,1331191639.00,121670.015446485696,5300.00,861473.00,,,
1998,,Flats/Maisonettes,f,7279,652538077.00,89646.665338645418,3000.00,4250000.00,,,
1998,,Flats/Maisonettes,t,3755,535256563.00,142545.023435419441,10000.00,6300000.00,,,
1998,,Other,f,4,212200.00,53050.000000000000,1200.00,170000.00,,,
1998,,Semi-Detached,f,14909,1036261394.00,69505.761218056208,1000.00,850000.00,,,
1998,,Semi-Detached,t,4072,297202942.00,72986.970039292731,15995.00,545000.00,,,
1998,,Terraced,f,15431,922831771.00,59803.756788283326,500.00,3433500.00,,,
1998,,Terraced,t,3183,263508204.00,82786.114985862394,17500.00,645000.00,,,
1999,Rural,Detached,f,77072,11387330461.00,147749.253438343367,2500.00,3799500.00,13.4041482325314846,-0.77978199125001747201,12.2059542652670422
1999,Rural,Detached,t,12608,1775325632.00,140809.456852791878,9000.00,1300000.00,12.0336203857665447,-0.76038809444629198537,12.1585981044230130
1999,Rural,Flats/Maisonettes,f,7910,487242480.00,61598.290771175727,500.00,840000.00,14.6266288443920953,-0.49630100772150242115,15.2293359507917812
1999,Rural,Flats/Maisonettes,t,756,82806483.00,109532.384920634921,21600.00,500000.00,12.9213369418132612,-0.64767117726657645467,11.9786495263870095
1999,Rural,Other,f,4,30895.00,7723.7500000000000000,500.00,17000.00,16.7385000000000000,-0.87725000000000000000,19.5077500000000000
1999,Rural,Semi-Detached,f,48713,3859655140.00,79232.548600989469,750.00,760000.00,13.9379180349402338,-0.67668501247865493235,15.0866753798327422
1999,Rural,Semi-Detached,t,2923,236274135.00,80832.752309271297,13000.00,475000.00,13.8107690615835777,-0.76323900293255131965,14.7635898093841642
1999,Rural,Terraced,f,38187,2426016070.00,63529.894204834106,200.00,590000.00,15.9304766132959070,-0.54304886431988084668,16.8733480079053648
1999,Rural,Terraced,t,1984,169732320.00,85550.564516129032,10650.00,360000.00,12.8371016771488470,-0.72540094339622641509,13.2299989517819706
1999,Urban,Detached,f,151619,21574184364.00,142292.089804048305,200.00,32477000.00,12.5723147879020538,-0.37492798678329540157,13.1284065096383230
1999,Urban,Detached,t,34501,4532100851.00,131361.434480159995,430.00,2800000.00,11.9735402509387307,-0.41197463137649967946,12.6276659034710138
1999,Urban,Flats/Maisonettes,f,157821,13964142392.00,88480.889057856686,200.00,6200000.00,19.6172118258401831,0.17065624400782338579,13.7694686872818848
1999,Urban,Flats/Maisonettes,t,14247,1954110879.00,137159.463676563487,1350.00,5500000.00,18.4157838415502992,0.14017227130236534625,11.3132179395839270
1999,Urban,Other,f,9,1198248.00,133138.666666666667,110.00,725000.00,23.4836250000000000,0.02487500000000000000,21.3940000000000000
1999,Urban,Semi-Detached,f,257432,21014328797.00,81630.600690667827,370.00,8751000.00,18.3446967852640144,-0.04663520540716901028,19.6149836504030000
1999,Urban,Semi-Detached,t,13180,1017869773.00,77228.359104704097,10000.00,1672111.00,18.5646468291905672,-0.06805656469088591460,20.1610113926067559
1999,Urban,Terraced,f,294321,21422995461.00,72787.859041658597,100.00,8300000.00,24.2423671581883309,0.26620613116053857371,23.8694298289702822
1999,Urban,Terraced,t,11309,1094032650.00,96739.999115748519,8500.00,1591000.00,17.4653410647429458,-0.04460651995251575199,17.3651060177152771
1999,,Detached,f,10970,1598805649.00,145743.450227894257,2000.00,16500000.00,,,
1999,,Detached,t,14260,1934118491.00,135632.432748948107,14000.00,925000.00,,,
1999,,Flats/Maisonettes,f,7077,826962249.00,116852.091140313692,4000.00,5200000.00,,,
1999,,Flats/Maisonettes,t,5344,777007681.00,145398.143899700599,17500.00,4000000.00,,,
1999,,Other,f,1,1250.00,1250.0000000000000000,1250.00,1250.00,,,
1999,,Semi-Detached,f,11835,964844204.00,81524.647570764681,600.00,1650000.00,,,
1999,,Semi-Detached,t,4985,413952643.00,83039.647542627884,20000.00,935000.00,,,
1999,,Terraced,f,11609,839464776.00,72311.549315186493,120.00,5540000.00,,,
1999,,Terraced,t,4335,430230158.00,99245.711188004614,12500.00,1800000.00,,,
2000,Rural,Detached,f,70168,11851987509.00,168908.726328240794,4500.00,4130000.00,13.5189814875465931,-0.77808705687861632277,12.3827962226485129
2000,Rural,Detached,t,12208,1917877874.00,157100.087975098296,12500.00,1370000.00,12.2036319135963766,-0.75381229858026304329,12.4275332288128212
2000,Rural,Flats/Maisonettes,f,7818,542523976.00,69394.215400358148,3000.00,1700000.00,14.9889490394877268,-0.49416955709711846318,15.5956580843116329
2000,Rural,Flats/Maisonettes,t,633,76448820.00,120772.227488151659,12500.00,998000.00,13.1558536585365854,-0.56425853658536585366,12.8754634146341463
2000,Rural,Other,f,4,1834000.00,458500.000000000000,5000.00,1170000.00,15.2892500000000000,-0.43700000000000000000,5.3972500000000000
2000,Rural,Semi-Detached,f,46628,4154303710.00,89094.615038174487,1800.00,4450000.00,14.2305945170618855,-0.66682651243493348757,15.4255808906882591
2000,Rural,Semi-Detached,t,2832,271332611.00,95809.537782485876,11000.00,499000.00,13.9021389203473009,-0.70270177425443563609,14.9118252170630427
2000,Rural,Terraced,f,37548,2659354478.00,70825.462820922552,1000.00,1025000.00,16.2433946574369897,-0.53951706898591882617,17.1925236658383623
2000,Rural,Terraced,t,1852,181880985.00,98207.875269978402,15600.00,515000.00,12.9746682107701216,-0.70856398378691372322,13.2517382744643891
2000,Urban,Detached,f,135153,21801439282.00,161309.325593956479,355.00,10000000.00,13.0084850978837829,-0.35404193575963877426,13.6001078314797976
2000,Urban,Detached,t,32276,4679974151.00,144998.579470814227,15500.00,2750000.00,12.8755997460826568,-0.35812762687514616952,13.3942848885770606
2000,Urban,Flats/Maisonettes,f,154667,15930085962.00,102996.023469777005,2400.00,5100000.00,20.2728993237625772,0.19224319016477149983,14.5850156326714979
2000,Urban,Flats/Maisonettes,t,13644,2255952421.00,165343.918279097039,5000.00,4450000.00,19.3629455316615820,0.18230143611875883622,12.6139229109308728
2000,Urban,Other,f,12,1788350.00,149029.166666666667,500.00,861750.00,18.7401666666666667,0.04308333333333333333,12.9355000000000000
2000,Urban,Semi-Detached,f,244415,22032499885.00,90143.812306936972,225.00,6750000.00,19.1499033568654985,-0.02113486114024685227,20.5091925456265707
2000,Urban,Semi-Detached,t,11253,977846205.00,86896.490269261530,11728.00,870000.00,20.2786785914965349,0.00714721858025847537,21.9310052444277955
2000,Urban,Terraced,f,289803,23266126822.00,80282.560297857510,146.00,12600000.00,25.4119885078358968,0.29803056581281074637,25.2408660119791818
2000,Urban,Terraced,t,10413,1191172745.00,114392.849803130702,3500.00,4150000.00,18.2248662483816353,-0.00708823822328453341,18.1991771735882880
2000,,Detached,f,6982,1189126425.00,170313.151675737611,10300.00,3000000.00,,,
2000,,Detached,t,15840,2344611019.00,148018.372411616162,14250.00,6250000.00,,,
2000,,Flats/Maisonettes,f,5108,677088343.00,132554.491581832420,7500.00,3900000.00,,,
2000,,Flats/Maisonettes,t,7126,1123458906.00,157656.315745158574,22000.00,1725000.00,,,
2000,,Other,f,6,391175.00,65195.833333333333,2800.00,182125.00,,,
2000,,Semi-Detached,f,6984,687584640.00,98451.408934707904,5000.00,2551000.00,,,
2000,,Semi-Detached,t,4608,421686399.00,91511.805338541667,16000.00,790000.00,,,
2000,,Terraced,f,6792,653430777.00,96205.944787985866,3000.00,5850000.00,,,
2000,,Terraced,t,4743,532524865.00,112275.957200084335,8500.00,900000.00,,,
2001,Rural,Detached,f,78092,14696735651.00,188197.711045945808,2000.00,5100000.00,13.3918168676378337,-0.77291185613717153412,12.3466493622360075
2001,Rural,Detached,t,11596,2019391626.00,174145.535184546395,15000.00,1800000.00,12.8797099180403352,-0.73742103324431347270,13.5239649138963072
2001,Rural,Flats/Maisonettes,f,8651,680359484.00,78645.183678187493,260.00,1250000.00,14.9213404539385848,-0.51718400291297487559,15.7332272120402962
2001,Rural,Flats/Maisonettes,t,863,117485161.00,136135.760139049826,12000.00,1500000.00,12.8050945626477541,-0.56443262411347517730,11.7821572104018913
2001,Rural,Other,f,8,821201.00,102650.125000000000,750.00,378000.00,18.8866000000000000,-0.60220000000000000000,16.6650000000000000
2001,Rural,Semi-Detached,f,52340,5251255716.00,100329.685059228124,700.00,1820000.00,14.2343246293245470,-0.66107347611202635914,15.4753814456342669
2001,Rural,Semi-Detached,t,2581,277959203.00,107694.383184812088,12000.00,640000.00,13.8918455852156057,-0.69841806981519507187,15.3736837782340862
2001,Rural,Terraced,f,42333,3354936901.00,79251.102000803156,1000.00,2400000.00,16.2246348326414797,-0.52866168356891387736,17.2497550575377016
2001,Rural,Terraced,t,2198,255085781.00,116053.585532302093,14000.00,590000.00,12.6847880512091038,-0.70700237079184447606,13.8155808440018966
2001,Urban,Detached,f,156325,27697049777.00,177176.074057252519,250.00,11350000.00,12.8151150913508652,-0.36769951539070785174,13.5204967245244520
2001,Urban,Detached,t,29496,4790326764.00,162405.979251423922,1000.00,3802553.00,13.4859649862511457,-0.32503567369385884510,14.3513041246562786
2001,Urban,Flats/Maisonettes,f,165232,19109603318.00,115653.162329330880,100.00,24750000.00,20.3691209416927669,0.19253623899039551832,14.8520053324180371
2001,Urban,Flats/Maisonettes,t,15337,2481572582.00,161802.998109147812,2500.00,3950000.00,19.3591111257840872,0.17405519973588643117,13.2027609772202047
2001,Urban,Other,f,12,4126804.00,343900.333333333333,100.00,1800000.00,27.0523636363636364,0.48872727272727272727,20.6171818181818182
2001,Urban,Semi-Detached,f,276302,28087817118.00,101656.220794637751,100.00,7250000.00,19.1290243145898901,-0.02309661072796064218,20.5967885956241313
2001,Urban,Semi-Detached,t,10135,1025687173.00,101202.483769116922,11796.00,1850000.00,19.9562723408666805,-0.05335849056603773585,21.7412162554426705
2001,Urban,Terraced,f,331017,29370094503.00,88726.846364386119,1.00,7750000.00,25.4317371540181767,0.29962274978607261125,25.3825164477555915
2001,Urban,Terraced,t,10023,1327978202.00,132493.086101965479,11000.00,4250000.00,18.0750960394007798,-0.05526646829468499897,18.3480156987482044
2001,,Detached,f,5254,984404775.00,187362.918728587743,7500.00,11075190.00,,,
2001,,Detached,t,15239,2471811394.00,162202.991928604239,15000.00,1925000.00,,,
2001,,Flats/Maisonettes,f,3547,448078130.00,126325.945869749084,7000.00,3105000.00,,,
2001,,Flats/Maisonettes,t,9992,1598102624.00,159938.212970376301,15600.00,2670000.00,,,
2001,,Semi-Detached,f,4404,435134779.00,98804.445731153497,1800.00,765000.00,,,
2001,,Semi-Detached,t,5008,536747569.00,107178.028953674121,20210.00,1525000.00,,,
2001,,Terraced,f,4161,378266158.00,90907.512136505648,3375.00,2000000.00,,,
2001,,Terraced,t,5826,747839321.00,128362.396326810848,22000.00,1220000.00,,,
2002,Rural,Detached,f,86430,19137567297.00,221422.738597709129,2460.00,4075000.00,13.4725699728518215,-0.76792210366816086874,12.3943969189974115
2002,Rural,Detached,t,12139,2466253010.00,203167.724689018865,15000.00,2250000.00,13.4949278688524590,-0.73013061586176340275,14.1166635356668144
2002,Rural,Flats/Maisonettes,f,9708,909119338.00,93646.408941079522,990.00,950000.00,14.9806977668026627,-0.51757440412282585355,15.6187323384152888
2002,Rural,Flats/Maisonettes,t,1559,221154236.00,141856.469531751123,15047.00,825000.00,13.2054212624584718,-0.52237674418604651163,13.1094398671096346
2002,Rural,Other,f,3,355000.00,118333.333333333333,50000.00,245000.00,17.3353333333333333,-0.36300000000000000000,16.0593333333333333
2002,Rural,Semi-Detached,f,55372,6662904949.00,120329.858935924294,1200.00,1550000.00,14.4573293590195387,-0.64369803046321312502,15.6500568346450527
2002,Rural,Semi-Detached,t,3200,413177265.00,129117.895312500000,11500.00,695000.00,13.9585627251883393,-0.70728234523419587291,16.1610219456272519
2002,Rural,Terraced,f,46088,4325891710.00,93861.562879708384,2000.00,1788000.00,16.7167294517224648,-0.49380987384764677341,17.7630947840853954
2002,Rural,Terraced,t,2867,401985811.00,140211.304848273457,19680.00,675000.00,12.7951316077287641,-0.65732519139628144367,14.0647214728399563
2002,Urban,Detached,f,170631,35088189555.00,205637.835768412539,515.00,8300000.00,13.0055302089563282,-0.35233447810243731002,13.6991654324945896
2002,Urban,Detached,t,30672,5777104563.00,188351.087734741784,7500.00,6250000.00,13.9248581829805370,-0.32330945446796419946,14.7804284344367098
2002,Urban,Flats/Maisonettes,f,182180,24665787171.00,135392.398567350972,500.00,4610000.00,20.7704667520605926,0.21092101247493873914,15.2000496547115170
2002,Urban,Flats/Maisonettes,t,23629,3900822854.00,165086.243768250878,5000.00,3500000.00,19.4492330725182498,0.21916781046465882764,13.6667829260829654
2002,Urban,Other,f,12,595680.00,49640.000000000000,180.00,162500.00,19.1411111111111111,0.16766666666666666667,15.1558888888888889
2002,Urban,Semi-Detached,f,296650,35342574037.00,119138.965235125569,300.00,7650000.00,19.6942096727985258,0.00202162125836926266,21.2502198096423809
2002,Urban,Semi-Detached,t,11435,1439943665.00,125924.238303454307,200.00,2150000.00,19.6188680733944954,-0.06170889908256880734,21.5936981651376147
2002,Urban,Terraced,f,365430,37428578749.00,102423.388197465999,200.00,7200000.00,26.3539295741734464,0.33130459004096705326,26.3481596041774854
2002,Urban,Terraced,t,13083,1937913189.00,148124.527172666820,9500.00,3100000.00,18.3907825613079019,-0.06948906189178668743,18.7713402880498248
2002,,Detached,f,3617,752892814.00,208153.943599668233,1000.00,2645000.00,,,
2002,,Detached,t,9687,1732055333.00,178802.037059977289,12960.00,2650000.00,,,
2002,,Flats/Maisonettes,f,3116,477355680.00,153195.019255455712,1500.00,3500000.00,,,
2002,,Flats/Maisonettes,t,10508,1717017740.00,163401.003045298820,25975.00,4719900.00,,,
2002,,Other,f,3,36500.00,12166.6666666666666667,5000.00,25000.00,,,
2002,,Semi-Detached,f,2846,332310799.00,116764.159873506676,5000.00,1750000.00,,,
2002,,Semi-Detached,t,3628,441384857.00,121660.655181918412,20000.00,750000.00,,,
2002,,Terraced,f,2836,273824199.00,96552.961565585331,2000.00,2399999.00,,,
2002,,Terraced,t,4578,671988593.00,146786.499126256007,20000.00,5424625.00,,,
2003,Rural,Detached,f,74736,19273644252.00,257889.695086705202,9500.00,6000000.00,13.5423057739503578,-0.76724910723470542419,12.4293137978162153
2003,Rural,Detached,t,11166,2549000887.00,228282.364947161025,17000.00,2000000.00,13.8620606271085533,-0.71034173447112522326,14.9001717602698948
2003,Rural,Flats/Maisonettes,f,8912,999271733.00,112126.540956014363,3000.00,1100000.00,15.1918789337717238,-0.49876726162517613903,15.7599864960075153
2003,Rural,Flats/Maisonettes,t,1512,229173310.00,151569.649470899471,11000.00,1150000.00,13.5343573351278600,-0.58266285329744279946,13.2743835800807537
2003,Rural,Other,f,7,1550300.00,221471.428571428571,2900.00,810000.00,18.5522857142857143,-0.40985714285714285714,16.8261428571428571
2003,Rural,Semi-Detached,f,50027,7130319580.00,142529.425710116537,1050.00,1500000.00,14.5019978215880623,-0.64268389064372072759,15.7854712122862433
